,ddc,주류(한글),강목(한글),요목(한글),세목(한글)
2686,869(.899),특정 언어 및 어족의 문헌,"스페인어, 포르투갈어, 갈리시아어 문학",*포르투갈어와 갈리시아어 문학,현지 강조가 필요하지 않은 포르투갈어 문헌
2687,869.9,특정 언어 및 어족의 문헌,"스페인어, 포르투갈어, 갈리시아어 문학",*포르투갈어와 갈리시아어 문학,*갈리시아 문학
2688,870,특정 언어 및 어족의 문헌,라틴 및 이탤릭체 문학,라틴 문학 및 관련 이탤릭체 언어의 문학,라틴 문학 및 관련 이탤릭체 언어의 문학
2689,870.01-870.09,특정 언어 및 어족의 문헌,라틴 및 이탤릭체 문학,라틴어 문학 및 관련 이탤릭어 문학,이탤릭체 언어 문헌의 표준 세분
2690,870.1-870.9,특정 언어 및 어족의 문헌,라틴 및 이탤릭체 문학,라틴 문학 및 관련 이탤릭체 언어의 문학,"표준 세분; 둘 이상의 형태로 된 컬렉션; 여러 형태의 라틴 문학 작품에 대한 역사, 묘사, 비판적 평가"
2691,871-878,특정 언어 및 어족의 문헌,라틴 및 이탤릭체 문학,라틴 문학의 특정 형태에 대한 세분,라틴 문학의 특정 형태에 대한 세분
2692,871,특정 언어 및 어족의 문헌,라틴 및 이탤릭체 문학,라틴 문학의 특정 형태에 대한 세분,라틴 시
2693,872,특정 언어 및 어족의 문헌,라틴 및 이탤릭체 문학,라틴 문학의 특정 형태에 대한 세분,라틴 극시와 드라마
2694,873,특정 언어 및 어족의 문헌,라틴 및 이탤릭체 문학,라틴 문학의 특정 형태에 대한 세분,라틴 서사시와 소설
2695,874,특정 언어 및 언어 계열의 문학,라틴 및 이탤릭체 문학,라틴 문학의 특정 형태에 대한 세분,라틴 서정시
2696,875,특정 언어 및 어족의 문헌,라틴 및 이탤릭체 문학,라틴 문학의 특정 형태에 대한 세분,라틴어 연설
2697,876,특정 언어 및 어족의 문헌,라틴 및 이탤릭체 문학,라틴 문학의 특정 형태에 대한 세분,라틴 문자
2698,877,특정 언어 및 어족의 문헌,라틴 및 이탤릭체 문학,라틴 문학의 특정 형태에 대한 세분,라틴 유머와 풍자
2699,878,특정 언어 및 어족의 문헌,라틴 및 이탤릭체 문학,라틴 문학의 특정 형태에 대한 세분,라틴어 잡문학
2700,879,특정 언어 및 어족의 문헌,라틴 및 이탤릭체 문학,다른 이탤릭 언어의 문학,기타 이탤릭체 언어의 문헌
2701,879.4,특정 언어 및 어족의 문헌,라틴 및 이탤릭체 문학,기타 이탤릭체 언어의 문헌,라틴어 이외의 라틴 문학
2702,879.7,특정 언어 및 언어 계열의 문학,라틴 및 이탤릭체 문학,기타 이탤릭체 언어의 문헌,사벨리언 언어의 문학
2703,879.9,특정 언어 및 어족의 문헌,라틴 및 이탤릭체 문학,기타 이탤릭체 언어의 문헌,오스코-움브리아 문학
2704,880,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,고전 그리스 문학과 관련 그리스 언어의 문학,고전 그리스 문학과 관련 그리스 언어의 문학
2705,880.01-880.09,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,고전 그리스 문학과 관련 그리스 언어의 문학,고전(그리스어 및 라틴어) 문헌의 표준 세분
2706,880.1-880.9,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,고전 그리스 문학과 관련 그리스 언어의 문학,"표준 세분; 둘 이상의 형태로 된 컬렉션; 여러 형태의 고전 그리스 문학 작품에 대한 역사, 묘사, 비판적 평가"
2707,881-888,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,고전 그리스 문학의 특정 형태에 대한 세분,고전 그리스 문학의 특정 형태에 대한 세분
2708,881,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,고전 그리스 문학의 특정 형태에 대한 세분,고전 그리스 시
2709,882,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,고전 그리스 문학의 특정 형태에 대한 세분,고전 그리스 극시와 드라마
2710,883,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,고전 그리스 문학의 특정 형태에 대한 세분,고전 그리스 서사시와 소설
2711,884,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,고전 그리스 문학의 특정 형태에 대한 세분,고전 그리스 서정시
2712,885,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,고전 그리스 문학의 특정 형식에 대한 하위 분류,고전 그리스 연설
2713,886,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,고전 그리스 문학의 특정 형태에 대한 세분,고전 그리스 문자
2714,887,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,고전 그리스 문학의 특정 형태에 대한 세분,고전 그리스 유머와 풍자
2715,888,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,고전 그리스 문학의 특정 형태에 대한 세분,고전 그리스 잡다한 저작물
2716,889,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,*현대 그리스 문학,*현대 그리스 문학
2717,889.03,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,*현대 그리스 문학,현대 그리스 문학-백과사전
2718,889.080334,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,*현대 그리스 문학,현대 그리스 문학-휴일-컬렉션
2719,889.08095693,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,*현대 그리스 문학,현대 그리스 문학--키프로스 작가-컬렉션
2720,889.09495693,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,*현대 그리스 문학,현대 그리스 문학--키프로스--역사--문학 형식--역사와 비평
2721,889.1008095693,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,*현대 그리스 문학,"현대 그리스 시--키프로스 작가-컬렉션, . . ."
2722,889.132,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,*현대 그리스 문학,"현대 그리스 시--1900-1945, . . ."
2723,889.13408095693,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,*현대 그리스 문학,현대 그리스 시--1945-1999--키프로스 작가-컬렉션
2724,889.1408095693,특정 언어 및 언어 계열의 문학,고전 및 현대 그리스 문학,*현대 그리스 문학,현대 그리스 시--2000년---키프로스 작가-컬렉션
2725,889.205140895693,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,*현대 그리스 문학,현대 그리스 역사극--키프로스 작가-컬렉션
2726,889.3008095693,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,*현대 그리스 문학,"현대 그리스 소설--키프로스 작가-컬렉션, . . ."
2727,889.30820895693,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,*현대 그리스 문학,현대 그리스 전기 소설--키프로스 작가-컬렉션
2728,889.334,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,*현대 그리스 문학,"현대 그리스 소설--1945-1999, . . ."
2729,889.8,특정 언어 및 어족의 문헌,고전 및 현대 그리스 문학,*현대 그리스 문학,현대 그리스의 다양한 저술
2730,890,특정 언어 및 언어 계열의 문학,기타 문헌,기타 특정 언어 및 어족의 문헌,기타 특정 언어 및 어족의 문헌
2731,891,특정 언어 및 어족의 문헌,기타 문헌,동인도유럽 및 켈트 문학,동인도유럽 및 켈트 문학
2732,891.1,특정 언어 및 어족의 문헌,기타 문헌,동인도유럽 및 켈트 문학,인도-이란 문학
2733,891.2-891.4,특정 언어 및 어족의 문헌,기타 문헌,동인도유럽 및 켈트 문학,인도-아리안 문학
2734,891.5,특정 언어 및 어족의 문헌,기타 문헌,동인도유럽 및 켈트 문학,이란 문학
2735,891.6,특정 언어 및 언어 계열의 문학,기타 문헌,동인도유럽 및 켈트 문학,켈트 문학
2736,891.7,특정 언어 및 어족의 문헌,기타 문헌,동인도유럽 및 켈트 문학,러시아 문학 및 관련 동슬라브 문학
2737,891.8,특정 언어 및 어족의 문헌,기타 문헌,동인도유럽어와 켈트어 문학,슬라브 문학
2738,891.9,특정 언어 및 어족의 문헌,기타 문헌,동인도유럽 및 켈트 문학,발트해 및 기타 인도 유럽 문학
2739,892,특정 언어 및 어족의 문헌,기타 문헌,아프리카아시아 문학,아프리카아시아 문학
2740,892.1,특정 언어 및 어족의 문헌,기타 문헌,아프리카아시아 문학,아카드어(아시리아-바빌로니아) 문학
2741,892.2-892.9,특정 언어 및 어족의 문헌,기타 문헌,아프리카아시아 문학,서부 셈어 문헌
2742,893,특정 언어 및 어족의 문헌,기타 문헌,비유대인 아프리카-아시아 문학,비유대인 아프리카-아시아 문학
2743,893.1,특정 언어 및 어족의 문헌,기타 문헌,비유대인 아프리카-아시아 문학,이집트 문학--이집트
2744,893.2,특정 언어 및 어족의 문헌,기타 문헌,비유대인 아프리카-아시아 문학,콥트 문학
2745,893.3,특정 언어 및 언어 계열의 문학,기타 문헌,비유대인 아프리카-아시아 문학,베르베르 문학
2746,893.5,특정 언어 및 어족의 문헌,기타 문헌,비셈계 아프로아시아 문학,쿠시 문학
2747,893.7,특정 언어 및 어족의 문헌,기타 문헌,비유대인 아프리카-아시아 문학,차드 문학
2748,894,특정 언어 및 어족의 문헌,기타 문헌,"알타이어, 우랄어, 하이퍼보레아어, 드라비다어 문학; 남아시아의 기타 언어 문학","알타이어, 우랄어, 하이퍼보리아어, 드라비다어 언어의 문학; 남아시아의 다양한 언어 문학"
2749,894.1-894.3,특정 언어 및 어족의 문헌,기타 문헌,"알타이어, 우랄어, 하이퍼보리아어, 드라비다어 언어의 문학; 남아시아의 다양한 언어 문학",알타이 문학
2750,894.4,특정 언어 및 어족의 문헌,기타 문헌,"알타이어, 우랄어, 하이퍼보레아어, 드라비다어 문학; 남아시아의 기타 언어 문학",사모예드 문헌
2751,894.5,특정 언어 및 어족의 문헌,기타 문헌,"알타이어, 우랄어, 하이퍼보레아어, 드라비다어 문학; 남아시아의 기타 언어 문학",Finno-Ugric 문헌
2752,894.6,특정 언어 및 어족의 문헌,기타 문헌,"알타이어, 우랄어, 하이퍼보리아어, 드라비다어 언어의 문학; 남아시아의 다양한 언어 문학",쌍곡선(팔레오시베리아) 문헌
2753,894.8,특정 언어 및 언어 계열의 문학,기타 문헌,"알타이어, 우랄어, 하이퍼보레아어, 드라비다어 문학; 남아시아의 기타 언어 문학",드라비다 문학과 남아시아의 다양한 언어로 된 문학
2754,895,특정 언어 및 어족의 문헌,기타 문헌,동아시아와 동남아시아의 문학,동아시아 및 동남아시아 문학
2755,895.09,특정 언어 및 어족의 문헌,기타 문헌,동아시아와 동남아시아의 문학,동아시아 문학-역사
2756,895.1,특정 언어 및 어족의 문헌,기타 문헌,동아시아와 동남아시아의 문학,*중국문학
2757,895.4,특정 언어 및 어족의 문헌,기타 문헌,동아시아와 동남아시아의 문학,티베트 문학 및 관련 티베트-버마 문헌
2758,895.6,특정 언어 및 어족의 문헌,기타 문헌,동아시아와 동남아시아의 문학,*일본문학
2759,895.7,특정 언어 및 어족의 문헌,기타 문헌,동아시아와 동남아시아의 문학,*한국문학
2760,895.8,특정 언어 및 어족의 문헌,기타 문헌,동아시아와 동남아시아의 문학,*버마 문학
2761,895.9,특정 언어 및 어족의 문헌,기타 문헌,동아시아 및 동남아시아 문학,동남아시아의 다양한 언어 문학; 문다 문학
2762,896,특정 언어 및 어족의 문헌,기타 문헌,아프리카 문학,아프리카 문학
2763,896.1,특정 언어 및 어족의 문헌,기타 문헌,아프리카 문학,코이산 문학
2764,896.321,특정 언어 및 어족의 문헌,기타 문헌,아프리카 문학,세레르 문헌
2765,896.322,특정 언어 및 어족의 문헌,기타 문헌,아프리카 문학,"풀라 문학, . . ."
2766,896.33,특정 언어 및 어족의 문헌,기타 문헌,아프리카 문학,"에도문학, . . ."
2767,896.34,특정 언어 및 어족의 문헌,기타 문헌,아프리카 문학,만데 문헌
2768,896.35,특정 언어 및 어족의 문헌,기타 문헌,아프리카 문학,"구르문학, . . ."
2769,896.36,특정 언어 및 어족의 문헌,기타 문헌,아프리카 문학,베누-콩고 문헌
2770,896.39,특정 언어 및 어족의 문헌,기타 문헌,아프리카 문학,"반투 문헌, . . ."
2771,896.5,특정 언어 및 어족의 문헌,기타 문헌,아프리카 문학,닐로-사하라 문헌
2772,897,특정 언어 및 어족의 문헌,기타 문헌,북미 원주민 문학,북미 원주민 문학
2773,897.1,특정 언어 및 어족의 문헌,기타 문헌,북미 원주민 문학,에스키모 문학
2774,897.26,특정 언어 및 어족의 문헌,기타 문헌,북미 원주민 문학,"나바호 문학, . . ."
2775,897.28,특정 언어 및 어족의 문헌,기타 문헌,북미 원주민 문학,하이다문학
2776,897.3,특정 언어 및 어족의 문헌,기타 문헌,북미 원주민 문학,"Algic 문헌, . . ."
2777,897.41,특정 언어 및 어족의 문헌,기타 문헌,북미 원주민 문학,페누티아 ​​문학
2778,897.42,특정 언어 및 어족의 문헌,기타 문헌,북미 원주민 문학,마야 문학
2779,897.43,특정 언어 및 어족의 문헌,기타 문헌,북미 원주민 문학,"Mixe-Zoque 문헌, . . ."
2780,897.452,특정 언어 및 어족의 문헌,기타 문헌,북미 원주민 문학,"나와틀 문학, . . ."
2781,897.4542,특정 언어 및 언어 계열의 문학,기타 문헌,북미 원주민 문학,야키 문학
2782,897.4544,특정 언어 및 어족의 문헌,기타 문헌,북미 원주민 문학,위콜 문학
2783,897.4552,특정 언어 및 어족의 문헌,기타 문헌,북미 원주민 문학,토호노 오오담 문학
2784,897.4574,특정 언어 및 어족의 문헌,기타 문헌,북미 원주민 문학,쇼쇼니 문학
2785,897.458,특정 언어 및 어족의 문헌,기타 문헌,북미 원주민 문학,호피 문학
2786,897.492,특정 언어 및 어족의 문헌,기타 문헌,북미 원주민 언어 문학,카이오와 문학
2787,897.494,특정 언어 및 어족의 문헌,기타 문헌,북미 원주민 문학,테와 문학
2788,897.5243,특정 언어 및 어족의 문헌,기타 문헌,북미 원주민 문학,다코타 문학
2789,897.557,특정 언어 및 어족의 문헌,기타 문헌,북미 원주민 문학,체로키 문학
2790,897.68,특정 언어 및 어족의 문헌,기타 문헌,북미 원주민 문학,자포텍 문헌
2791,897.83,특정 언어 및 언어 계열의 문학,기타 문헌,북미 원주민 문학,"산 블라스 쿠나 문학, . . ."
2792,897.933,특정 언어 및 어족의 문헌,기타 문헌,북미 원주민 문학,포니 문학
2793,897.9435,특정 언어 및 어족의 문헌,기타 문헌,북미 원주민 문학,"칼리스펠 문학, . . ."
2794,897.994,특정 언어 및 어족의 문헌,기타 문헌,북미 원주민 문학,주니 문학
2795,898,특정 언어 및 언어 계열의 문학,기타 문헌,남미 원주민 문학,남미 원주민 문학
2796,898.323,특정 언어 및 어족의 문헌,기타 문헌,남미 원주민 문학,"케추아어 문학, . . ."
2797,898.324,특정 언어 및 언어 계열의 문학,기타 문헌,남미 원주민 문학,아이마라 문학
2798,898.372,특정 언어 및 어족의 문헌,기타 문헌,남미 원주민 문학,"슈아르 문학, . . ."
2799,898.3822,특정 언어 및 어족의 문헌,기타 문헌,남미 원주민 문학,과라니 문학
2800,898.3832,특정 언어 및 어족의 문헌,기타 문헌,남미 원주민 문학,"투피 문학, . . ."
2801,898.39,특정 언어 및 어족의 문헌,기타 문헌,남미 원주민 문학,아라와칸 문학
2802,898.72,특정 언어 및 어족의 문헌,기타 문헌,남미 원주민 문학,"마푸둥군 문학, . . ."
2803,898.9,특정 언어 및 어족의 문헌,기타 문헌,남미 원주민 문학,"와라오 문학, . . ."
2804,899,특정 언어 및 어족의 문헌,기타 문헌,"오세아니아의 비오스트로네시아어 언어 문학, 오스트로네시아어 언어 문학, 기타 언어 문학","오세아니아의 비오스트로네시아어, 오스트로네시아어, 기타 언어에 관한 문헌"
2805,899.12,특정 언어 및 어족의 문헌,기타 문헌,"오세아니아의 비오스트로네시아어, 오스트로네시아어, 기타 언어에 관한 문헌",파푸아 문학
2806,899.15,특정 언어 및 어족의 문헌,기타 문헌,"오세아니아의 비오스트로네시아어, 오스트로네시아어, 기타 언어에 관한 문헌","호주 원주민 문학, . . ."
2807,899.2,특정 언어 및 어족의 문헌,기타 문헌,"오세아니아의 비오스트로네시아어, 오스트로네시아어, 기타 언어에 관한 문헌","오스트로네시아 문학, . . ."
2808,899.3,특정 언어 및 어족의 문헌,기타 문헌,"오세아니아의 비오스트로네시아어, 오스트로네시아어, 기타 언어에 관한 문헌",마다가스카르 문학
2809,899.4,특정 언어 및 언어 계열의 문학,기타 문헌,"오세아니아의 비오스트로네시아어, 오스트로네시아어, 기타 언어에 관한 문헌",폴리네시아 문학
2810,899.5,특정 언어 및 어족의 문헌,기타 문헌,"오세아니아의 비오스트로네시아어, 오스트로네시아어, 기타 언어에 관한 문헌",멜라네시아 문학
2811,899.92,특정 언어 및 언어 계열의 문학,기타 문헌,"오세아니아의 비오스트로네시아어, 오스트로네시아어, 기타 언어에 관한 문헌",바스크 문학
2812,899.95,특정 언어 및 어족의 문헌,기타 문헌,"오세아니아의 비오스트로네시아어, 오스트로네시아어, 기타 언어에 관한 문헌",수메르 문학
2813,899.96,특정 언어 및 어족의 문헌,기타 문헌,"오세아니아의 비오스트로네시아어, 오스트로네시아어, 기타 언어에 관한 문헌","백인 문학, . . ."
2814,899.98,특정 언어 및 어족의 문헌,기타 문헌,"오세아니아의 비오스트로네시아어, 오스트로네시아어, 기타 언어에 관한 문헌",수화문학
2815,899.992,특정 언어 및 어족의 문헌,기타 문헌,"오세아니아의 비오스트로네시아어, 오스트로네시아어, 기타 언어에 관한 문헌",에스페란토 문학
2816,900,역사 및 지리,,역사 및 지리,"역사, 지리 및 보조 학문"
2817,900.1-900.9,역사 및 지리,,역사 및 지리,역사와 지리의 표준 세분화
2818,900,역사 및 지리,역사,"역사, 지리 및 보조 학문","역사, 지리 및 보조 학문"
2819,900.1-900.9,역사 및 지리,역사,"역사, 지리 및 보조 학문",역사와 지리의 표준 세분화
2820,901,역사 및 지리,역사,철학과 역사이론,철학과 역사이론
2821,901.9,역사 및 지리,역사,철학과 역사이론,역사-심리적 측면
2822,902,역사 및 지리,역사,역사의 잡다한 것,역사의 잡다한 것
2823,902.02,역사 및 지리,역사,역사의 잡다한 것,"연대기, . . ."
2824,902.22,역사 및 지리,역사,역사의 잡다한 것,역사-화보 작품
2825,902[.23],역사 및 지리,역사,역사의 잡다한 것,"지도, 계획, 다이어그램"
2826,903,역사 및 지리,역사,"사전, 백과사전, 역사 용어 색인","사전, 백과사전, 역사 용어 색인"
2827,904,역사 및 지리,역사,이벤트 계정 수집,이벤트 계정 수집
2828,904.092,역사 및 지리,역사,이벤트 계정 수집,모험--전기
2829,904.5,역사 및 지리,역사,이벤트 계정 수집,자연적으로 발생한 사건
2830,904.7,역사 및 지리,역사,이벤트 계정 수집,인간 활동으로 인한 사건
2831,905,역사 및 지리,역사,역사 연재물,역사 연재물
2832,906,역사 및 지리,역사,이력의 조직 및 관리,이력의 조직 및 관리
2833,907,역사 및 지리,역사,"교육, 연구, 역사 관련 주제","교육, 연구, 역사 관련 주제"
2834,907.1,역사 및 지리,역사,"교육, 연구, 역사 관련 주제",역사-교육
2835,907.2,역사 및 지리,역사,"교육, 연구, 역사 관련 주제",역사 연구
2836,907.4,역사 및 지리,역사,"교육, 연구, 역사 관련 주제","전시회, . . ."
2837,908,역사 및 지리,역사,사람들의 그룹에 관한 역사,사람들의 그룹에 관한 역사
2838,908.82945,역사 및 지리,역사,사람들의 집단에 대한 역사,"힌두교-문명, . . ."
2839,908.82946,역사 및 지리,역사,사람들의 그룹에 관한 역사,"시크교-문명, . . ."
2840,908.8297,역사 및 지리,역사,사람들의 그룹에 관한 역사,"무슬림-문명, . . ."
2841,908[.9],역사 및 지리,역사,사람들의 그룹에 관한 역사,인종 및 국가 그룹
2842,909,역사 및 지리,역사,세계사,세계사
2843,909[.001-909.008],역사 및 지리,역사,세계사,표준 세분
2844,909[.009],역사 및 지리,역사,세계사,역사
2845,909.04,역사 및 지리,역사,세계 역사,민족 및 국가 집단과 관련된 역사
2846,909.07-909.08,역사 및 지리,역사,세계사,일반적인 역사적 기간
2847,909.09,역사 및 지리,역사,세계사,"지역, 지역, 장소 전반"
2848,909.1-909.8,역사 및 지리,역사,세계사,특정 역사적 기간
2849,910,역사 및 지리,지리 및 여행,지리와 여행,지리와 여행
2850,910.01,역사 및 지리,지리 및 여행,지리와 여행,지리와 여행의 철학과 이론
2851,910.02,역사 및 지리,지리 및 여행,지리와 여행,지구(물리지리)
2852,910(.1),역사 및 지리,지리 및 여행,지리와 여행,주제별 지리학
2853,910.2,역사 및 지리,지리 및 여행,지리와 여행,잡록; 세계 여행 가이드
2854,910.3,역사 및 지리,지리 및 여행,지리와 여행,"사전, 백과사전, 색인, 지명집"
2855,910.4,역사 및 지리,지리 및 여행,지리와 여행,여행자를 위한 여행 및 편의시설 계정
2856,910.5-910.8,역사 및 지리,지리 및 여행,지리와 여행,표준 세분
2857,910.9,역사 및 지리,지리 및 여행,지리와 여행,"역사, 지리적 처리, 전기"
2858,911,역사 및 지리,지리 및 여행,역사지리,역사지리
2859,911.09,역사 및 지리,지리 및 여행,역사지리,역사
2860,911.1-911.9,역사 및 지리,지리 및 여행,역사지리,지리적 치료 및 전기
2861,912,역사 및 지리,지리 및 여행,지구 표면과 외계 세계의 지도 및 평면도,지구 표면과 외계 세계의 지도와 계획
2862,912.01,역사 및 지리,지리 및 여행,지구 표면과 외계 세계의 지도와 계획,철학과 이론; 지도 읽기
2863,912.0222,역사 및 지리,지리 및 여행,지구 표면과 외계 세계의 지도와 계획,그림 지도
2864,912.0284,역사 및 지리,지리 및 여행,지구 표면과 외계 세계의 지도와 계획,나침반
2865,912.0285,역사 및 지리,지리 및 여행,지구 표면과 외계 세계의 지도와 계획,지도--컴퓨터 애플리케이션
2866,912.075,역사 및 지리,지리 및 여행,지구 표면과 외계 세계의 지도와 계획,지도--컬렉션
2867,912.09,역사 및 지리,지리 및 여행,지구 표면과 외계 세계의 지도와 계획,지도의 역사와 전기
2868,912.1,역사 및 지리,지리 및 여행,지구 표면과 외계 세계의 지도와 계획,"지역, 지역, 장소 전반"
2869,912.3-912.9,역사 및 지리,지리 및 여행,지구 표면과 외계 세계의 지도와 계획,"특정 대륙, 국가, 지역; 지구 외 세계"
2870,913-919,역사 및 지리,지리 및 여행,"특정 대륙, 국가, 지역의 지리 및 여행 외계 세계","특정 대륙, 국가, 지역의 지리 및 여행 외계 세계"
2871,913,역사 및 지리,지리 및 여행,"특정 대륙, 국가, 지역의 지리 및 여행 외계 세계",고대 세계의 지리와 여행
2872,914,역사 및 지리,지리 및 여행,"특정 대륙, 국가, 지역의 지리 및 여행 외계 세계",유럽의 지리와 여행
2873,915,역사 및 지리,지리 및 여행,"특정 대륙, 국가, 지역의 지리 및 여행 외계 세계",아시아의 지리와 여행
2874,916,역사 및 지리,지리 및 여행,"특정 대륙, 국가, 지역의 지리 및 여행 외계 세계",아프리카의 지리와 여행
2875,917,역사 및 지리,지리 및 여행,"특정 대륙, 국가, 지역의 지리 및 여행 외계 세계",북미 지역의 지리와 여행
2876,918,역사 및 지리,지리 및 여행,"특정 대륙, 국가, 지역의 지리 및 여행 외계 세계",남아메리카의 지리와 여행
2877,919,역사 및 지리,지리 및 여행,"특정 대륙, 국가, 지역의 지리 및 여행 외계 세계","오스트랄라시아, 태평양 섬, 대서양 섬, 북극 섬, 남극 대륙 및 외계 세계의 지리 및 여행"
2878,920,역사 및 지리,전기 및 계보,"전기, 계보, 휘장","전기, 계보, 휘장"
2879,920.001-920.002,역사 및 지리,전기 및 계보,"전기, 계보, 휘장",학문으로서의 전기의 표준 세분
2880,920.003,역사 및 지리,전기 및 계보,"전기, 계보, 휘장","학문으로서의 사전, 백과사전, 전기 용어집"
2881,920.005-920.007,역사 및 지리,전기 및 계보,"전기, 가계, 휘장",학문으로서의 전기의 표준 세분
2882,920.008,역사 및 지리,전기 및 계보,"전기, 계보, 휘장",사람들의 그룹에 대한 학문으로서의 전기학; 특정 속성을 가진 사람들의 그룹에 대한 일반적인 전기 모음
2883,920.009,역사 및 지리,전기 및 계보,"전기, 계보, 휘장","학문으로서의 전기의 역사와 지리적 처리; 시대별, 지역별, 집단별 전기 총집"
2884,920.02,역사 및 지리,전기 및 계보,"전기, 계보, 휘장",일반 전기 컬렉션
2885,920.03-920.09,역사 및 지리,전기 및 계보,"전기, 계보, 휘장","특정 대륙, 국가, 지역별 전기 일반 컬렉션"
2886,920(.1),역사 및 지리,전기 및 계보,"전기, 가계, 휘장",*참고문헌 작가
2887,920(.2),역사 및 지리,전기 및 계보,"전기, 가계, 휘장",*사서 및 도서 수집가
2888,920(.3),역사 및 지리,전기 및 계보,"전기, 계보, 휘장",*백과사전가
2889,920(.4),역사 및 지리,전기 및 계보,"전기, 계보, 휘장",*출판사와 서점
2890,920(.5),역사 및 지리,전기 및 계보,"전기, 계보, 휘장",*기자 및 뉴스 평론가
2891,920.7,역사 및 지리,전기 및 계보,"전기, 가계, 휘장",성별이나 성별에 따른 사람들
2892,920(.9),역사 및 지리,전기 및 계보,"전기, 계보, 휘장",*다른 주제와 관련된 사람들
2893,929,역사 및 지리,전기 및 계보,"가계, 이름, 휘장","계보, 이름, 휘장"
2894,929.1,역사 및 지리,전기 및 계보,"가계, 이름, 휘장",가계
2895,929.2,역사 및 지리,전기 및 가계도,"계보, 이름, 휘장",가족 역사
2896,929.3,역사 및 지리,전기 및 계보,"계보, 이름, 휘장",계보 자료
2897,929.4,역사 및 지리,전기 및 계보,"계보, 이름, 휘장",개인 이름
2898,929.5,역사 및 지리,전기 및 가계도,"계보, 이름, 휘장",묘지 기록
2899,929.6,역사 및 지리,전기 및 계보,"계보, 이름, 휘장",문장
2900,929.7,역사 및 지리,전기 및 계보,"계보, 이름, 휘장","왕실, 귀족, 기사 작위"
2901,929.8,역사 및 지리,전기 및 계보,"계보, 이름, 휘장","주문, 장식, 사인"
2902,929.9,역사 및 지리,전기 및 계보,"계보, 이름, 휘장",휘장 및 신분증의 형태
2903,930,"특정 대륙, 국가, 지역의 역사 외계 세계",고대 세계의 역사(약 499년),고대 세계의 역사는 ca. 499,고대 세계의 역사는 ca. 499
2904,930.01-930.09,"특정 대륙, 국가, 지역의 역사 외계 세계",고대 세계의 역사(약 499년),고대 세계의 역사는 ca. 499,표준 세분
2905,930.1,"특정 대륙, 국가, 지역의 역사 외계 세계",고대 세계의 역사(약 499년),고대 세계의 역사는 ca. 499,고고학
2906,930.5,"특정 대륙, 국가, 지역의 역사 외계 세계",고대 세계의 역사(약 499년),고대 세계의 역사는 ca. 499,"1~5세기, 1~499년"
2907,931-939,"특정 대륙, 국가, 지역의 역사 외계 세계",고대 세계의 역사(약 499년),특정 장소,특정 장소
2908,931,"특정 대륙, 국가, 지역의 역사, 지구 외 세계",고대 세계의 역사(약 499년),특정 장소,*중국은 420으로
2909,932,"특정 대륙, 국가, 지역의 역사 외계 세계",고대 세계의 역사 (약 499년까지),특정 장소,*이집트에서 640년까지
2910,933,"특정 대륙, 국가, 지역의 역사 외계 세계",고대 세계의 역사(약 499년),특정 장소,*팔레스타인 70
2911,934,"특정 대륙, 국가, 지역의 역사 외계 세계",고대 세계의 역사(약 499년),특정 장소,*남아시아 - 647
2912,935,"특정 대륙, 국가, 지역의 역사 외계 세계",고대 세계의 역사(약 499년),특정 장소,"*메소포타미아는 637년, 이란 고원은 637년까지"
2913,936,"특정 대륙, 국가, 지역의 역사 외계 세계",고대 세계의 역사(약 499년),특정 장소,*이탈리아 반도 북쪽과 서쪽의 유럽에서 ca. 499
2914,937,"특정 대륙, 국가, 지역의 역사, 지구 외 세계",고대 세계의 역사(약 499년),특정 장소,"*이탈리아 반도는 476으로, 인접 지역은 476으로"
2915,938,"특정 대륙, 국가, 지역의 역사 외계 세계",고대 세계의 역사(약 499년),특정 장소,*그리스 - 323
2916,939,"특정 대륙, 국가, 지역의 역사 외계 세계",고대 세계의 역사(약 499년),특정 장소,*고대 세계의 다른 부분
