,주류,강목,요목번호,요목명,세목번호,세목명
2712,Literatures of specific languages and language families,Classical & modern Greek literatures,881-888,Subdivisions for specific forms of classical Greek literature,885,Classical Greek speeches
2713,Literatures of specific languages and language families,Classical & modern Greek literatures,881-888,Subdivisions for specific forms of classical Greek literature,886,Classical Greek letters
2714,Literatures of specific languages and language families,Classical & modern Greek literatures,881-888,Subdivisions for specific forms of classical Greek literature,887,Classical Greek humor and satire
2715,Literatures of specific languages and language families,Classical & modern Greek literatures,881-888,Subdivisions for specific forms of classical Greek literature,888,Classical Greek miscellaneous writings
2716,Literatures of specific languages and language families,Classical & modern Greek literatures,889,*Modern Greek literature,889,*Modern Greek literature
2717,Literatures of specific languages and language families,Classical & modern Greek literatures,889,*Modern Greek literature,889.03,Modern Greek literature--encyclopedias
2718,Literatures of specific languages and language families,Classical & modern Greek literatures,889,*Modern Greek literature,889.080334,Modern Greek literature--holidays--collections
2719,Literatures of specific languages and language families,Classical & modern Greek literatures,889,*Modern Greek literature,889.08095693,Modern Greek literature--Cypriot authors--collections
2720,Literatures of specific languages and language families,Classical & modern Greek literatures,889,*Modern Greek literature,889.09495693,Modern Greek literature--Cyprus--history--literary form--history and criticism
2721,Literatures of specific languages and language families,Classical & modern Greek literatures,889,*Modern Greek literature,889.1008095693,"Modern Greek poetry--Cypriot authors--collections, . . ."
2722,Literatures of specific languages and language families,Classical & modern Greek literatures,889,*Modern Greek literature,889.132,"Modern Greek poetry--1900-1945, . . ."
2723,Literatures of specific languages and language families,Classical & modern Greek literatures,889,*Modern Greek literature,889.13408095693,Modern Greek poetry--1945-1999--Cypriot authors--collections
2724,Literatures of specific languages and language families,Classical & modern Greek literatures,889,*Modern Greek literature,889.1408095693,Modern Greek poetry--2000---Cypriot authors--collections
2725,Literatures of specific languages and language families,Classical & modern Greek literatures,889,*Modern Greek literature,889.205140895693,Modern Greek historical drama--Cypriot authors--collections
2726,Literatures of specific languages and language families,Classical & modern Greek literatures,889,*Modern Greek literature,889.3008095693,"Modern Greek fiction--Cypriot authors--collections, . . ."
2727,Literatures of specific languages and language families,Classical & modern Greek literatures,889,*Modern Greek literature,889.30820895693,Modern Greek biographical fiction--Cypriot authors--collections
2728,Literatures of specific languages and language families,Classical & modern Greek literatures,889,*Modern Greek literature,889.334,"Modern Greek fiction--1945-1999, . . ."
2729,Literatures of specific languages and language families,Classical & modern Greek literatures,889,*Modern Greek literature,889.8,Modern Greek miscellaneous writings
2730,Literatures of specific languages and language families,Other literatures,890,Literatures of other specific languages and language families,890,Literatures of other specific languages and language families
2731,Literatures of specific languages and language families,Other literatures,891,East Indo-European and Celtic literatures,891,East Indo-European and Celtic literatures
2732,Literatures of specific languages and language families,Other literatures,891,East Indo-European and Celtic literatures,891.1,Indo-Iranian literatures
2733,Literatures of specific languages and language families,Other literatures,891,East Indo-European and Celtic literatures,891.2-891.4,Indo-Aryan literatures
2734,Literatures of specific languages and language families,Other literatures,891,East Indo-European and Celtic literatures,891.5,Iranian literatures
2735,Literatures of specific languages and language families,Other literatures,891,East Indo-European and Celtic literatures,891.6,Celtic literatures
2736,Literatures of specific languages and language families,Other literatures,891,East Indo-European and Celtic literatures,891.7,Russian literature and related East Slavic literatures
2737,Literatures of specific languages and language families,Other literatures,891,East Indo-European and Celtic literatures,891.8,Slavic (Slavonic) literatures
2738,Literatures of specific languages and language families,Other literatures,891,East Indo-European and Celtic literatures,891.9,Baltic and other Indo-European literatures
2739,Literatures of specific languages and language families,Other literatures,892,Afro-Asiatic literatures,892,Afro-Asiatic literatures
2740,Literatures of specific languages and language families,Other literatures,892,Afro-Asiatic literatures,892.1,Akkadian (Assyro-Babylonian) literature
2741,Literatures of specific languages and language families,Other literatures,892,Afro-Asiatic literatures,892.2-892.9,West Semitic literatures
2742,Literatures of specific languages and language families,Other literatures,893,Non-Semitic Afro-Asiatic literatures,893,Non-Semitic Afro-Asiatic literatures
2743,Literatures of specific languages and language families,Other literatures,893,Non-Semitic Afro-Asiatic literatures,893.1,Egyptian literature--Egyptian
2744,Literatures of specific languages and language families,Other literatures,893,Non-Semitic Afro-Asiatic literatures,893.2,Coptic literature
2745,Literatures of specific languages and language families,Other literatures,893,Non-Semitic Afro-Asiatic literatures,893.3,Berber literatures
2746,Literatures of specific languages and language families,Other literatures,893,Non-Semitic Afro-Asiatic literatures,893.5,Cushitic literatures
2747,Literatures of specific languages and language families,Other literatures,893,Non-Semitic Afro-Asiatic literatures,893.7,Chadic literatures
2748,Literatures of specific languages and language families,Other literatures,894,"Literatures of Altaic, Uralic, Hyperborean, Dravidian languages; literatures of miscellaneous languages of south Asia",894,"Literatures of Altaic, Uralic, Hyperborean, Dravidian languages; literatures of miscellaneous languages of south Asia"
2749,Literatures of specific languages and language families,Other literatures,894,"Literatures of Altaic, Uralic, Hyperborean, Dravidian languages; literatures of miscellaneous languages of south Asia",894.1-894.3,Altaic literatures
2750,Literatures of specific languages and language families,Other literatures,894,"Literatures of Altaic, Uralic, Hyperborean, Dravidian languages; literatures of miscellaneous languages of south Asia",894.4,Samoyedic literatures
2751,Literatures of specific languages and language families,Other literatures,894,"Literatures of Altaic, Uralic, Hyperborean, Dravidian languages; literatures of miscellaneous languages of south Asia",894.5,Finno-Ugric literatures
2752,Literatures of specific languages and language families,Other literatures,894,"Literatures of Altaic, Uralic, Hyperborean, Dravidian languages; literatures of miscellaneous languages of south Asia",894.6,Hyperborean (Paleosiberian) literatures
2753,Literatures of specific languages and language families,Other literatures,894,"Literatures of Altaic, Uralic, Hyperborean, Dravidian languages; literatures of miscellaneous languages of south Asia",894.8,Dravidian literatures and literatures of miscellaneous languages of south Asia
2754,Literatures of specific languages and language families,Other literatures,895,Literatures of East and Southeast Asia,895,Literatures of East and Southeast Asia
2755,Literatures of specific languages and language families,Other literatures,895,Literatures of East and Southeast Asia,895.09,East Asian literatures--history
2756,Literatures of specific languages and language families,Other literatures,895,Literatures of East and Southeast Asia,895.1,*Chinese literature
2757,Literatures of specific languages and language families,Other literatures,895,Literatures of East and Southeast Asia,895.4,Tibetan literature and related Tibeto-Burman literatures
2758,Literatures of specific languages and language families,Other literatures,895,Literatures of East and Southeast Asia,895.6,*Japanese literature
2759,Literatures of specific languages and language families,Other literatures,895,Literatures of East and Southeast Asia,895.7,*Korean literature
2760,Literatures of specific languages and language families,Other literatures,895,Literatures of East and Southeast Asia,895.8,*Burmese literature
2761,Literatures of specific languages and language families,Other literatures,895,Literatures of East and Southeast Asia,895.9,Literatures of miscellaneous languages of Southeast Asia; Munda literatures
2762,Literatures of specific languages and language families,Other literatures,896,African literatures,896,African literatures
2763,Literatures of specific languages and language families,Other literatures,896,African literatures,896.1,Khoisan literatures
2764,Literatures of specific languages and language families,Other literatures,896,African literatures,896.321,Serer literature
2765,Literatures of specific languages and language families,Other literatures,896,African literatures,896.322,"Fula literature, . . ."
2766,Literatures of specific languages and language families,Other literatures,896,African literatures,896.33,"Edo literature, . . ."
2767,Literatures of specific languages and language families,Other literatures,896,African literatures,896.34,Mande literatures
2768,Literatures of specific languages and language families,Other literatures,896,African literatures,896.35,"Gur literatures, . . ."
2769,Literatures of specific languages and language families,Other literatures,896,African literatures,896.36,Benue-Congo literatures
2770,Literatures of specific languages and language families,Other literatures,896,African literatures,896.39,"Bantu literatures, . . ."
2771,Literatures of specific languages and language families,Other literatures,896,African literatures,896.5,Nilo-Saharan literatures
2772,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897,Literatures of North American native languages
2773,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897.1,Eskimo literature
2774,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897.26,"Navajo literature, . . ."
2775,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897.28,Haida literature
2776,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897.3,"Algic literatures, . . ."
2777,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897.41,Penutian literatures
2778,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897.42,Mayan literature
2779,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897.43,"Mixe-Zoque literatures, . . ."
2780,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897.452,"Nahuatl literature, . . ."
2781,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897.4542,Yaqui literature
2782,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897.4544,Huichol literature
2783,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897.4552,Tohono O'Odham literature
2784,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897.4574,Shoshoni literature
2785,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897.458,Hopi literature
2786,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897.492,Kiowa literature
2787,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897.494,Tewa literature
2788,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897.5243,Dakota literature
2789,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897.557,Cherokee literature
2790,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897.68,Zapotec literature
2791,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897.83,"San Blas Kuna literature, . . ."
2792,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897.933,Pawnee literature
2793,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897.9435,"Kalispel literature, . . ."
2794,Literatures of specific languages and language families,Other literatures,897,Literatures of North American native languages,897.994,Zuni literature
2795,Literatures of specific languages and language families,Other literatures,898,Literatures of South American native languages,898,Literatures of South American native languages
2796,Literatures of specific languages and language families,Other literatures,898,Literatures of South American native languages,898.323,"Quechua literature, . . ."
2797,Literatures of specific languages and language families,Other literatures,898,Literatures of South American native languages,898.324,Aymara literature
2798,Literatures of specific languages and language families,Other literatures,898,Literatures of South American native languages,898.372,"Shuar literature, . . ."
2799,Literatures of specific languages and language families,Other literatures,898,Literatures of South American native languages,898.3822,Guaraní literature
2800,Literatures of specific languages and language families,Other literatures,898,Literatures of South American native languages,898.3832,"Tupí literature, . . ."
2801,Literatures of specific languages and language families,Other literatures,898,Literatures of South American native languages,898.39,Arawakan literature
2802,Literatures of specific languages and language families,Other literatures,898,Literatures of South American native languages,898.72,"Mapudungun literature, . . ."
2803,Literatures of specific languages and language families,Other literatures,898,Literatures of South American native languages,898.9,"Warao literature, . . ."
2804,Literatures of specific languages and language families,Other literatures,899,"Literatures of non-Austronesian languages of Oceania, of Austronesian languages, of miscellaneous languages",899,"Literatures of non-Austronesian languages of Oceania, of Austronesian languages, of miscellaneous languages"
2805,Literatures of specific languages and language families,Other literatures,899,"Literatures of non-Austronesian languages of Oceania, of Austronesian languages, of miscellaneous languages",899.12,Papuan literatures
2806,Literatures of specific languages and language families,Other literatures,899,"Literatures of non-Austronesian languages of Oceania, of Austronesian languages, of miscellaneous languages",899.15,"Aboriginal Australian literatures, . . ."
2807,Literatures of specific languages and language families,Other literatures,899,"Literatures of non-Austronesian languages of Oceania, of Austronesian languages, of miscellaneous languages",899.2,"Austronesian literatures, . . ."
2808,Literatures of specific languages and language families,Other literatures,899,"Literatures of non-Austronesian languages of Oceania, of Austronesian languages, of miscellaneous languages",899.3,Malagasy literature
2809,Literatures of specific languages and language families,Other literatures,899,"Literatures of non-Austronesian languages of Oceania, of Austronesian languages, of miscellaneous languages",899.4,Polynesian literatures
2810,Literatures of specific languages and language families,Other literatures,899,"Literatures of non-Austronesian languages of Oceania, of Austronesian languages, of miscellaneous languages",899.5,Melanesian literatures
2811,Literatures of specific languages and language families,Other literatures,899,"Literatures of non-Austronesian languages of Oceania, of Austronesian languages, of miscellaneous languages",899.92,Basque literature
2812,Literatures of specific languages and language families,Other literatures,899,"Literatures of non-Austronesian languages of Oceania, of Austronesian languages, of miscellaneous languages",899.95,Sumerian literature
2813,Literatures of specific languages and language families,Other literatures,899,"Literatures of non-Austronesian languages of Oceania, of Austronesian languages, of miscellaneous languages",899.96,"Caucasian literatures, . . ."
2814,Literatures of specific languages and language families,Other literatures,899,"Literatures of non-Austronesian languages of Oceania, of Austronesian languages, of miscellaneous languages",899.98,Sign language literatures
2815,Literatures of specific languages and language families,Other literatures,899,"Literatures of non-Austronesian languages of Oceania, of Austronesian languages, of miscellaneous languages",899.992,Esperanto literature
2816,History & geography,,900,History & geography,900,"History, geography, and auxiliary disciplines"
2817,History & geography,,900,History & geography,900.1-900.9,Standard subdivisions of history and geography
2818,History & geography,History,900,"History, geography, and auxiliary disciplines",900,"History, geography, and auxiliary disciplines"
2819,History & geography,History,900,"History, geography, and auxiliary disciplines",900.1-900.9,Standard subdivisions of history and geography
2820,History & geography,History,901,Philosophy and theory of history,901,Philosophy and theory of history
2821,History & geography,History,901,Philosophy and theory of history,901.9,History--psychological aspects
2822,History & geography,History,902,Miscellany of history,902,Miscellany of history
2823,History & geography,History,902,Miscellany of history,902.02,"Chronologies, . . ."
2824,History & geography,History,902,Miscellany of history,902.22,History--pictorial works
2825,History & geography,History,902,Miscellany of history,902[.23],"Maps, plans, diagrams"
2826,History & geography,History,903,"Dictionaries, encyclopedias, concordances of history",903,"Dictionaries, encyclopedias, concordances of history"
2827,History & geography,History,904,Collected accounts of events,904,Collected accounts of events
2828,History & geography,History,904,Collected accounts of events,904.092,Adventure--biography
2829,History & geography,History,904,Collected accounts of events,904.5,Events of natural origin
2830,History & geography,History,904,Collected accounts of events,904.7,Events induced by human activity
2831,History & geography,History,905,Serial publications of history,905,Serial publications of history
2832,History & geography,History,906,Organizations and management of history,906,Organizations and management of history
2833,History & geography,History,907,"Education, research, related topics of history",907,"Education, research, related topics of history"
2834,History & geography,History,907,"Education, research, related topics of history",907.1,History--education
2835,History & geography,History,907,"Education, research, related topics of history",907.2,Historical research
2836,History & geography,History,907,"Education, research, related topics of history",907.4,"Exhibitions, . . ."
2837,History & geography,History,908,History with respect to groups of people,908,History with respect to groups of people
2838,History & geography,History,908,History with respect to groups of people,908.82945,"Hindus--civilization, . . ."
2839,History & geography,History,908,History with respect to groups of people,908.82946,"Sikhs--civilization, . . ."
2840,History & geography,History,908,History with respect to groups of people,908.8297,"Muslims--civilization, . . ."
2841,History & geography,History,908,History with respect to groups of people,908[.9],Ethnic and national groups
2842,History & geography,History,909,World history,909,World history
2843,History & geography,History,909,World history,909[.001-909.008],Standard subdivisions
2844,History & geography,History,909,World history,909[.009],History
2845,History & geography,History,909,World history,909.04,History with respect to ethnic and national groups
2846,History & geography,History,909,World history,909.07-909.08,General historical periods
2847,History & geography,History,909,World history,909.09,"Areas, regions, places in general"
2848,History & geography,History,909,World history,909.1-909.8,Specific historical periods
2849,History & geography,Geography & travel,910,Geography and travel,910,Geography and travel
2850,History & geography,Geography & travel,910,Geography and travel,910.01,Philosophy and theory of geography and travel
2851,History & geography,Geography & travel,910,Geography and travel,910.02,The earth (Physical geography)
2852,History & geography,Geography & travel,910,Geography and travel,910(.1),Topical geography
2853,History & geography,Geography & travel,910,Geography and travel,910.2,Miscellany; world travel guides
2854,History & geography,Geography & travel,910,Geography and travel,910.3,"Dictionaries, encyclopedias, concordances, gazetteers"
2855,History & geography,Geography & travel,910,Geography and travel,910.4,Accounts of travel and facilities for travelers
2856,History & geography,Geography & travel,910,Geography and travel,910.5-910.8,Standard subdivisions
2857,History & geography,Geography & travel,910,Geography and travel,910.9,"History, geographic treatment, biography"
2858,History & geography,Geography & travel,911,Historical geography,911,Historical geography
2859,History & geography,Geography & travel,911,Historical geography,911.09,History
2860,History & geography,Geography & travel,911,Historical geography,911.1-911.9,Geographic treatment and biography
2861,History & geography,Geography & travel,912,Maps and plans of surface of earth and of extraterrestrial worlds,912,Maps and plans of surface of earth and of extraterrestrial worlds
2862,History & geography,Geography & travel,912,Maps and plans of surface of earth and of extraterrestrial worlds,912.01,Philosophy and theory; map reading
2863,History & geography,Geography & travel,912,Maps and plans of surface of earth and of extraterrestrial worlds,912.0222,Pictorial maps
2864,History & geography,Geography & travel,912,Maps and plans of surface of earth and of extraterrestrial worlds,912.0284,Compass
2865,History & geography,Geography & travel,912,Maps and plans of surface of earth and of extraterrestrial worlds,912.0285,Maps--computer applications
2866,History & geography,Geography & travel,912,Maps and plans of surface of earth and of extraterrestrial worlds,912.075,Maps--collections
2867,History & geography,Geography & travel,912,Maps and plans of surface of earth and of extraterrestrial worlds,912.09,History and biography of maps
2868,History & geography,Geography & travel,912,Maps and plans of surface of earth and of extraterrestrial worlds,912.1,"Areas, regions, places in general"
2869,History & geography,Geography & travel,912,Maps and plans of surface of earth and of extraterrestrial worlds,912.3-912.9,"Specific continents, countries, localities; extraterrestrial worlds"
2870,History & geography,Geography & travel,913-919,"Geography of and travel in specific continents, countries, localities; extraterrestrial worlds",913-919,"Geography of and travel in specific continents, countries, localities; extraterrestrial worlds"
2871,History & geography,Geography & travel,913-919,"Geography of and travel in specific continents, countries, localities; extraterrestrial worlds",913,Geography of and travel in ancient world
2872,History & geography,Geography & travel,913-919,"Geography of and travel in specific continents, countries, localities; extraterrestrial worlds",914,Geography of and travel in Europe
2873,History & geography,Geography & travel,913-919,"Geography of and travel in specific continents, countries, localities; extraterrestrial worlds",915,Geography of and travel in Asia
2874,History & geography,Geography & travel,913-919,"Geography of and travel in specific continents, countries, localities; extraterrestrial worlds",916,Geography of and travel in Africa
2875,History & geography,Geography & travel,913-919,"Geography of and travel in specific continents, countries, localities; extraterrestrial worlds",917,Geography of and travel in North America
2876,History & geography,Geography & travel,913-919,"Geography of and travel in specific continents, countries, localities; extraterrestrial worlds",918,Geography of and travel in South America
2877,History & geography,Geography & travel,913-919,"Geography of and travel in specific continents, countries, localities; extraterrestrial worlds",919,"Geography of and travel in Australasia, Pacific Ocean islands, Atlantic Ocean islands, Arctic islands, Antarctica and on extraterrestrial worlds"
2878,History & geography,Biography & genealogy,920,"Biography, genealogy, insignia",920,"Biography, genealogy, insignia"
2879,History & geography,Biography & genealogy,920,"Biography, genealogy, insignia",920.001-920.002,Standard subdivisions of biography as a discipline
2880,History & geography,Biography & genealogy,920,"Biography, genealogy, insignia",920.003,"Dictionaries, encyclopedias, concordances of biography as a discipline"
2881,History & geography,Biography & genealogy,920,"Biography, genealogy, insignia",920.005-920.007,Standard subdivisions of biography as a discipline
2882,History & geography,Biography & genealogy,920,"Biography, genealogy, insignia",920.008,Biography as a discipline with respect to groups of people; general collections of biography by groups of people with specific attributes
2883,History & geography,Biography & genealogy,920,"Biography, genealogy, insignia",920.009,"History and geographic treatment of biography as a discipline; general collections of biography by period, region, group"
2884,History & geography,Biography & genealogy,920,"Biography, genealogy, insignia",920.02,General collections of biography
2885,History & geography,Biography & genealogy,920,"Biography, genealogy, insignia",920.03-920.09,"General collections of biography by specific continents, countries, localities"
2886,History & geography,Biography & genealogy,920,"Biography, genealogy, insignia",920(.1),*Bibliographers
2887,History & geography,Biography & genealogy,920,"Biography, genealogy, insignia",920(.2),*Librarians and book collectors
2888,History & geography,Biography & genealogy,920,"Biography, genealogy, insignia",920(.3),*Encyclopedists
2889,History & geography,Biography & genealogy,920,"Biography, genealogy, insignia",920(.4),*Publishers and booksellers
2890,History & geography,Biography & genealogy,920,"Biography, genealogy, insignia",920(.5),*Journalists and news commentators
2891,History & geography,Biography & genealogy,920,"Biography, genealogy, insignia",920.7,People by gender or sex
2892,History & geography,Biography & genealogy,920,"Biography, genealogy, insignia",920(.9),*People associated with other subjects
2893,History & geography,Biography & genealogy,929,"Genealogy, names, insignia",929,"Genealogy, names, insignia"
2894,History & geography,Biography & genealogy,929,"Genealogy, names, insignia",929.1,Genealogy
2895,History & geography,Biography & genealogy,929,"Genealogy, names, insignia",929.2,Family histories
2896,History & geography,Biography & genealogy,929,"Genealogy, names, insignia",929.3,Genealogical sources
2897,History & geography,Biography & genealogy,929,"Genealogy, names, insignia",929.4,Personal names
2898,History & geography,Biography & genealogy,929,"Genealogy, names, insignia",929.5,Cemetery records
2899,History & geography,Biography & genealogy,929,"Genealogy, names, insignia",929.6,Heraldry
2900,History & geography,Biography & genealogy,929,"Genealogy, names, insignia",929.7,"Royal houses, peerage, orders of knighthood"
2901,History & geography,Biography & genealogy,929,"Genealogy, names, insignia",929.8,"Orders, decorations, autographs"
2902,History & geography,Biography & genealogy,929,"Genealogy, names, insignia",929.9,Forms of insignia and identification
2903,"History of specific continents, countries, localities; extraterrestrial worlds",History of ancient world (to ca. 499),930,History of ancient world to ca. 499,930,History of ancient world to ca. 499
2904,"History of specific continents, countries, localities; extraterrestrial worlds",History of ancient world (to ca. 499),930,History of ancient world to ca. 499,930.01-930.09,Standard subdivisions
2905,"History of specific continents, countries, localities; extraterrestrial worlds",History of ancient world (to ca. 499),930,History of ancient world to ca. 499,930.1,Archaeology
2906,"History of specific continents, countries, localities; extraterrestrial worlds",History of ancient world (to ca. 499),930,History of ancient world to ca. 499,930.5,"1st-5th centuries, 1-499"
2907,"History of specific continents, countries, localities; extraterrestrial worlds",History of ancient world (to ca. 499),931-939,Specific places,931-939,Specific places
2908,"History of specific continents, countries, localities; extraterrestrial worlds",History of ancient world (to ca. 499),931-939,Specific places,931,*China to 420
2909,"History of specific continents, countries, localities; extraterrestrial worlds",History of ancient world (to ca. 499),931-939,Specific places,932,*Egypt to 640
2910,"History of specific continents, countries, localities; extraterrestrial worlds",History of ancient world (to ca. 499),931-939,Specific places,933,*Palestine to 70
2911,"History of specific continents, countries, localities; extraterrestrial worlds",History of ancient world (to ca. 499),931-939,Specific places,934,*South Asia to 647
2912,"History of specific continents, countries, localities; extraterrestrial worlds",History of ancient world (to ca. 499),931-939,Specific places,935,*Mesopotamia to 637 and Iranian Plateau to 637
2913,"History of specific continents, countries, localities; extraterrestrial worlds",History of ancient world (to ca. 499),931-939,Specific places,936,*Europe north and west of Italian Peninsula to ca. 499
2914,"History of specific continents, countries, localities; extraterrestrial worlds",History of ancient world (to ca. 499),931-939,Specific places,937,*Italian Peninsula to 476 and adjacent territories to 476
2915,"History of specific continents, countries, localities; extraterrestrial worlds",History of ancient world (to ca. 499),931-939,Specific places,938,*Greece to 323
2916,"History of specific continents, countries, localities; extraterrestrial worlds",History of ancient world (to ca. 499),931-939,Specific places,939,*Other parts of ancient world
2917,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,940,History of Europe,940,History of Europe
2918,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,940,History of Europe,940.01-940.09,Standard subdivisions
2919,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,940,History of Europe,940.1,Early history to 1453
2920,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,940,History of Europe,940.2,1453-
2921,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,940,History of Europe,940.3,"World War I, 1914-1918"
2922,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,940,History of Europe,940.4,Military history of World War I
2923,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,940,History of Europe,940.5,1918-
2924,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,941,*British Isles,941,*British Isles
2925,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,941,*British Isles,941.00202,Great Britain--outlines
2926,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,941,*British Isles,941.004916,Celts--modern
2927,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,941,*British Isles,941.004924,Jews--Great Britain
2928,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,941,*British Isles,941.0072,Great Britain--research
2929,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,941,*British Isles,941.0099,Great Britain--collected biography
2930,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,941,*British Isles,941.01,Early history to 1066
2931,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,941,*British Isles,941.02-941.05,"Norman period through House of Tudor period, 1066-1603"
2932,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,941,*British Isles,941.06,"House of Stuart and Commonwealth periods, 1603-1714"
2933,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,941,*British Isles,941.07,"Period of House of Hanover, 1714-1837"
2934,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,941,*British Isles,941.08,"Period of Victoria and House of Windsor, 1837-"
2935,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,941,*British Isles,941.1,*Scotland
2936,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,941,*British Isles,941.2-941.4,"Localities of northeastern Scotland, southeastern Scotland, southwestern Scotland"
2937,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,941,*British Isles,941.5,*Ireland
2938,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,941,*British Isles,941.6,"*Northern Ireland; Donegal County, Monaghan County, Cavan County of Republic of Ireland"
2939,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,941,*British Isles,941.7,*Republic of Ireland (Eire)
2940,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,941,*British Isles,941.8,*Leinster
2941,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,941,*British Isles,941.9,*Munster
2942,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,942,*England and Wales,942,*England and Wales
2943,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,942,*England and Wales,942.0072,England--research
2944,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,942,*England and Wales,942.009732,England--urban areas
2945,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,942,*England and Wales,942.009734,England--rural areas
2946,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,942,*England and Wales,942.01-942.08,"Historical periods of England and Wales together, of England alone"
2947,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,942,*England and Wales,942.1-942.8,Localities of England
2948,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,942,*England and Wales,942.9,*Wales
2949,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,943,Germany and neighboring central European countries,943,Germany and neighboring central European countries
2950,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,943,Germany and neighboring central European countries,943.0001-943.0008,Standard subdivisions of central Europe
2951,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,943,Germany and neighboring central European countries,943.0009,"Archaeology; historical periods; areas, regions, places in general; collected biography of central Europe"
2952,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,943,Germany and neighboring central European countries,943.001-943.009,Standard subdivisions of Germany
2953,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,943,Germany and neighboring central European countries,943.01-943.08,Historical periods of Germany
2954,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,943,Germany and neighboring central European countries,943.1,*Northeastern Germany
2955,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,943,Germany and neighboring central European countries,943.2,*Saxony and Thuringia
2956,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,943,Germany and neighboring central European countries,943.3-943.5,"Localities of Bavaria (Bayern), southwestern Germany, northwestern Germany"
2957,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,943,Germany and neighboring central European countries,943.6,*Austria and Liechtenstein
